Location,Subcommunity,TaxRank,Site1,Site2,Bray,Geo_km,Env_distance,Salinity_difference
Pascagoula Bay,Abundant,ASV,PAS_ST7,PAS_ST3,0.16009628183888458,7.728381327382684,2.1550580186593353,8.889999999999999
Pascagoula Bay,Abundant,ASV,PAS_ST8,PAS_ST3,0.13399779262575348,9.427515714724043,3.3119893782358685,13.88
Pascagoula Bay,Abundant,ASV,PAS_ST9,PAS_ST3,0.5668958752376679,13.716103762388908,5.938814304245224,24.200000000000003
Pascagoula Bay,Abundant,ASV,PAS_ST5,PAS_ST4,0.09233250429561322,2.0173018089180395,2.016294743782462,5.0200000000000005
Pascagoula Bay,Abundant,ASV,PAS_ST6,PAS_ST4,0.09519690959949169,4.049982585776658,1.3423827952606924,5.2
Pascagoula Bay,Abundant,ASV,PAS_ST7,PAS_ST4,0.07699955640168786,5.724302892892033,1.8580872350082969,7.2299999999999995
Pascagoula Bay,Abundant,ASV,PAS_ST8,PAS_ST4,0.06649612271418794,7.431568036820559,3.069042340591927,12.220000000000002
Pascagoula Bay,Abundant,ASV,PAS_ST9,PAS_ST4,0.5124441564773032,11.662848798176336,5.404141882905121,22.540000000000003
Pascagoula Bay,Abundant,ASV,PAS_ST6,PAS_ST5,0.1103555618075778,2.0355511784019296,1.7835267192020519,0.17999999999999972
Pascagoula Bay,Abundant,ASV,PAS_ST7,PAS_ST5,0.04028943204814975,3.7173316862409687,1.3158932324515409,2.209999999999999
Pascagoula Bay,Abundant,ASV,PAS_ST8,PAS_ST5,0.07598559240380101,5.42205224837802,1.8728804557109562,7.200000000000001
Pascagoula Bay,Abundant,ASV,PAS_ST9,PAS_ST5,0.4608829919083805,9.706737287991336,5.364569689754842,17.520000000000003
Pascagoula Bay,Abundant,ASV,PAS_ST7,PAS_ST6,0.08439412396968486,1.6874946795627521,0.7694385022773123,2.0299999999999994
Pascagoula Bay,Abundant,ASV,PAS_ST8,PAS_ST6,0.07438495989306898,3.387746989574833,1.9254320555549262,7.020000000000001
Pascagoula Bay,Abundant,ASV,PAS_ST9,PAS_ST6,0.5073294499505087,7.7202890446840176,4.159336745593689,17.340000000000003
Pascagoula Bay,Abundant,ASV,PAS_ST8,PAS_ST7,0.04638220954782243,1.7077887342333398,1.2215704587390237,4.990000000000002
Pascagoula Bay,Abundant,ASV,PAS_ST9,PAS_ST7,0.4684419125813634,6.052678774123521,4.133873109705715,15.310000000000002
Pascagoula Bay,Abundant,ASV,PAS_ST9,PAS_ST8,0.46302735487593755,4.454729154680222,3.7532479419613582,10.32
Pascagoula Bay,CRT,ASV,PAS_ST10,PAS_ST1,0.9126224442732958,18.83498911202305,5.61549745263697,27.96
Pascagoula Bay,CRT,ASV,PAS_ST2,PAS_ST1,0.2707687704828126,1.6487857095222387,1.4639684775966948,1.02
Pascagoula Bay,CRT,ASV,PAS_ST3,PAS_ST1,0.3751752893836286,2.4784731959616755,1.37516654431778,2.5700000000000003
Pascagoula Bay,CRT,ASV,PAS_ST4,PAS_ST1,0.5056213003015471,4.521621397524145,1.2329364232636775,4.2299999999999995
Pascagoula Bay,CRT,ASV,PAS_ST5,PAS_ST1,0.6871420683994136,6.343373606301324,2.952855671416718,9.25
Pascagoula Bay,CRT,ASV,PAS_ST6,PAS_ST1,0.7080911061069567,8.31230082707847,2.2157349602514578,9.43
Pascagoula Bay,CRT,ASV,PAS_ST7,PAS_ST1,0.6988243895915917,9.99099167278161,2.777957666724889,11.459999999999999
Pascagoula Bay,CRT,ASV,PAS_ST8,PAS_ST1,0.7050060599653184,11.661480240746295,3.9351850240613353,16.450000000000003
Pascagoula Bay,CRT,ASV,PAS_ST9,PAS_ST1,0.8675212776894479,16.03145161203588,5.984358378282292,26.770000000000003
Pascagoula Bay,CRT,ASV,PAS_ST2,PAS_ST10,0.8640241803662526,18.230328080143494,6.046038324626389,26.939999999999998
Pascagoula Bay,CRT,ASV,PAS_ST3,PAS_ST10,0.8035218156638915,16.532529913886325,5.585481264493113,25.39
Pascagoula Bay,CRT,ASV,PAS_ST4,PAS_ST10,0.6983609033041619,14.482124024378336,5.0630430294445805,23.73
Pascagoula Bay,CRT,ASV,PAS_ST5,PAS_ST10,0.6056403519858732,12.52027859400925,4.923605519685613,18.71
Pascagoula Bay,CRT,ASV,PAS_ST6,PAS_ST10,0.6051634086497233,10.522986794213507,3.8461401058438853,18.53
Pascagoula Bay,CRT,ASV,PAS_ST7,PAS_ST10,0.5746527839869511,8.84567452096884,3.765174040758481,16.5
Pascagoula Bay,CRT,ASV,PAS_ST8,PAS_ST10,0.5676173666008886,7.20505081042639,3.3392634031041726,11.509999999999998
Pascagoula Bay,CRT,ASV,PAS_ST9,PAS_ST10,0.5000989398403529,2.8205832400433457,1.2727339671184181,1.1899999999999977
Pascagoula Bay,CRT,ASV,PAS_ST3,PAS_ST2,0.2692539595231463,1.7800643980636879,0.5331449553636911,1.5500000000000003
